service_id,user_loc,plan_cpu,plan_mem,plan_disk,submit_time,duration,e2e_latency,e2e_reliability
518,1209,4,0.042409339,0.034085122,1040,23,10000,
519,36,8,0.084818678,0.056808536,1040,14,10000,
520,824,8,0.084818678,0.056808536,1040,23,10000,
521,1094,4,0.042409339,0.034085122,1040,23,100,
522,1255,4,0.042409339,0.034085122,1040,23,10000,
523,313,4,0.042409339,0.034085122,1040,24,10000,
524,657,8,0.169637357,0.056808536,1041,55.89041096,10000,
526,173,8,0.169637357,0.056808536,1041,99.60966543,10000,
527,596,8,0.084818678,0.056808536,1041,116,10000,
528,309,8,0.084818678,0.056808536,1044,57.68493151,10000,
529,782,4,0.042409339,0.034085122,1044,281.4572491,10000,
530,898,8,0.084818678,0.045446829,1044,388,50,
531,32,4,0.042409339,0.034085122,1053,139.8489209,10,
532,625,4,0.042409339,0.034085122,1060,24,50,
533,886,4,0.042409339,0.034085122,1060,24,10000,
534,1040,4,0.042409339,0.034085122,1063,47.68085106,10000,
535,922,4,0.042409339,0.034085122,1064,21,10000,
536,1277,4,0.042409339,0.034085122,1064,21,10,
537,787,4,0.042409339,0.034085122,1072,28.19230769,10000,
538,600,4,0.042409339,0.034085122,1072,90.51111111,10,
539,1106,8,0.084818678,0.085212805,1072,92,10000,
540,954,4,0.042409339,0.034085122,1072,92.22222222,15,
541,164,4,0.042409339,0.034085122,1080,2,10000,
542,1313,8,0.084818678,0.056808536,1080,3,10000,
543,650,8,0.084818678,0.056808536,1080,6,10000,
544,641,8,0.084818678,0.085212805,1080,10,10000,
545,252,4,0.042409339,0.034085122,1080,2,15,
546,1287,16,0.254456035,0.113617073,1080,6.333333333,10000,
547,1048,8,0.084818678,0.056808536,1080,10,15,
548,1027,4,0.042409339,0.034085122,1088,180.1414141,10,
549,727,4,0.042409339,0.034085122,1088,265.9793814,10000,
550,1285,8,0.084818678,0.056808536,1088,339.271028,15,
552,320,16,0.318070044,0.113617073,1088,54,10000,
553,1054,8,0.084818678,0.056808536,1088,5.5,10,
554,862,4,0.042409339,0.034085122,1088,74.2173913,5,
555,1266,4,0.042409339,0.034085122,1088,42.875,15,
556,69,4,0.042409339,0.034085122,1088,29.10714286,10000,
557,1274,4,0.042409339,0.034085122,1088,2,10000,
558,1002,4,0.042409339,0.034085122,1088,3,50,
559,295,8,0.084818678,0.085212805,1088,3,50,
560,1035,8,0.084818678,0.056808536,1088,3,50,
561,865,4,0.042409339,0.034085122,1088,54,100,
562,977,8,0.084818678,0.056808536,1088,4,10,
563,1271,8,0.084818678,0.056808536,1093,3,10,
564,1138,8,0.169637357,0.056808536,1093,1,50,
565,127,8,0.084818678,0.085212805,1093,3,10000,
566,975,8,0.169637357,0.056808536,1093,2,50,
567,325,4,0.042409339,0.034085122,1093,3,5,
568,214,8,0.084818678,0.085212805,1128,1,10000,
569,204,8,0.084818678,0.068170244,1128,5,10000,
570,317,4,0.042409339,0.034085122,1128,7.249676585,5,
571,771,8,0.084818678,0.068170244,1128,10.87197232,100,
572,294,8,0.084818678,0.085212805,1128,11.22175732,10000,
573,24,8,0.084818678,0.085212805,1128,4,100,
574,723,4,0.042409339,0.034085122,1128,8,10000,
575,1116,4,0.042409339,0.034085122,1128,214.7257439,10,
576,768,8,0.084818678,0.068170244,1128,414.4013841,10000,
577,638,8,0.084818678,0.056808536,1128,541.2635983,10000,
578,818,4,0.042409339,0.034085122,1142,3,5,
579,287,8,0.084818678,0.068170244,1142,1,10000,
580,1269,16,0.169637357,0.113617073,1142,1,10000,
581,701,4,0.042409339,0.034085122,1142,1,100,
582,800,4,0.042409339,0.034085122,1142,1,10000,
583,1144,8,0.084818678,0.056808536,1142,1,10000,
584,154,8,0.169637357,0.056808536,1142,3,5,
585,898,4,0.042409339,0.034085122,1142,1,50,
586,702,4,0.042409339,0.034085122,1142,1,10000,
587,1251,4,0.042409339,0.034085122,1142,1,100,
588,561,4,0.042409339,0.034085122,1156,1,10,
589,775,8,0.084818678,0.068170244,1156,2,50,
590,1115,4,0.042409339,0.034085122,1156,3,50,
591,862,8,0.084818678,0.056808536,1156,3,50,
592,123,8,0.084818678,0.056808536,1160,1,10000,
593,194,4,0.042409339,0.034085122,1160,1,15,
594,385,4,0.042409339,0.034085122,1160,1,5,
595,1253,16,0.169637357,0.113617073,1160,1,15,
597,968,4,0.042409339,0.034085122,1160,1,10,
598,1050,8,0.084818678,0.056808536,1160,2,10000,
599,1249,4,0.042409339,0.034085122,1163,1,10000,
600,77,4,0.042409339,0.034085122,1163,1,15,
601,361,8,0.084818678,0.056808536,1163,1,15,
602,1285,8,0.169637357,0.056808536,1163,2,10,
603,1283,8,0.084818678,0.056808536,1163,3.4,50,
604,73,8,0.084818678,0.085212805,1163,4,100,
605,222,8,0.169637357,0.056808536,1163,4,10000,
606,65,8,0.084818678,0.085212805,1163,1,5,
607,1213,8,0.084818678,0.056808536,1163,4,100,
608,395,4,0.042409339,0.034085122,1163,1,50,
609,1219,8,0.084818678,0.056808536,1163,4,10000,
610,619,4,0.042409339,0.034085122,1168,29,10000,
611,27,8,0.084818678,0.056808536,1168,1,5,
612,818,4,0.042409339,0.034085122,1168,11,15,
613,80,16,0.318070044,0.113617073,1168,2,100,
614,719,4,0.042409339,0.034085122,1168,29,5,
615,704,4,0.042409339,0.034085122,1168,29,10000,
616,651,8,0.084818678,0.085212805,1168,17,100,
617,223,4,0.042409339,0.034085122,1168,29,10000,
618,883,16,0.169637357,0.113617073,1168,30,10,
619,1234,4,0.042409339,0.034085122,1168,30,15,
620,1218,8,0.084818678,0.056808536,1168,30,10000,
621,1110,8,0.084818678,0.056808536,1188,128.7636364,10000,
622,975,4,0.042409339,0.034085122,1188,45.43478261,50,
623,215,4,0.042409339,0.034085122,1188,27.90909091,10000,
624,867,4,0.042409339,0.034085122,1188,126.0140845,10,
625,174,8,0.169637357,0.056808536,1188,29.7826087,50,
626,1172,8,0.084818678,0.056808536,1188,114.2112676,50,
627,82,4,0.042409339,0.034085122,1188,120.8461538,10000,
628,1014,4,0.042409339,0.034085122,1188,94.08333333,10000,
629,917,4,0.042409339,0.034085122,1188,28.7,50,
630,125,4,0.042409339,0.034085122,1188,21.69230769,10000,
631,928,4,0.042409339,0.034085122,1188,3,15,
632,253,4,0.042409339,0.034085122,1188,20.08695652,10000,
633,250,4,0.042409339,0.034085122,1191,150.3198992,10000,
634,702,4,0.042409339,0.034085122,1191,57.2,10000,
635,190,4,0.042409339,0.034085122,1191,59.50230415,10000,
636,25,8,0.169637357,0.056808536,1220,2,5,
637,783,8,0.084818678,0.068170244,1220,1.333333333,10000,
638,955,4,0.042409339,0.034085122,1220,1,10000,
639,45,4,0.042409339,0.034085122,1220,1,10,
640,1072,4,0.042409339,0.034085122,1220,1,50,
641,640,8,0.084818678,0.056808536,1220,2,15,
642,174,4,0.042409339,0.034085122,1220,1,50,
643,615,8,0.084818678,0.085212805,1220,2,10000,
644,322,4,0.042409339,0.034085122,1220,2,100,
645,933,4,0.042409339,0.034085122,1255,63.16271186,10000,
646,907,8,0.084818678,0.056808536,1255,87.85057471,10000,
647,84,16,0.318070044,0.113617073,1255,112.0766284,50,
648,19,16,0.318070044,0.113617073,1255,19,10000,
649,697,8,0.084818678,0.068170244,1255,47,50,
650,706,8,0.169637357,0.056808536,1255,22.03474903,10,
651,1235,4,0.042409339,0.034085122,1260,3,10000,
652,327,4,0.042409339,0.034085122,1260,2,100,
653,55,8,0.084818678,0.085212805,1260,2,10000,
654,156,8,0.084818678,0.056808536,1260,2,50,
655,595,8,0.084818678,0.068170244,1260,2,10000,
656,881,4,0.042409339,0.034085122,1260,2,10000,
657,360,8,0.084818678,0.056808536,1260,2,100,
658,1185,4,0.042409339,0.034085122,1260,3,5,
659,197,4,0.042409339,0.034085122,1262,49.28571429,100,
660,737,8,0.169637357,0.056808536,1262,9.2,10000,
661,216,4,0.042409339,0.034085122,1262,3,50,
662,746,4,0.042409339,0.034085122,1262,22.33333333,10000,
663,600,4,0.053011674,0.034085122,1262,40.63157895,10000,
664,321,4,0.042409339,0.034085122,1305,87.91588785,10000,
665,1312,8,0.084818678,0.056808536,1305,91.04958678,10000,
666,867,4,0.042409339,0.034085122,1305,6.530035336,10000,
667,257,4,0.042409339,0.034085122,1305,12.5,10000,
668,1255,8,0.084818678,0.056808536,1305,22.94339623,10000,
669,692,4,0.042409339,0.034085122,1305,142.3333333,10000,
670,562,4,0.042409339,0.034085122,1305,65.99656357,50,
671,390,4,0.042409339,0.034085122,1305,78.69230769,5,
672,1237,4,0.042409339,0.034085122,1305,121.458498,10000,
673,816,4,0.042409339,0.034085122,1305,95.88888889,10000,
674,2,16,0.169637357,0.113617073,1319,67.96680498,5,
675,168,8,0.169637357,0.056808536,1319,37.82142857,10,
676,1118,4,0.042409339,0.034085122,1319,57.84615385,10,
677,915,4,0.042409339,0.034085122,1319,60,10,
678,751,4,0.042409339,0.034085122,1319,62.33628319,10000,
679,903,4,0.042409339,0.034085122,1319,67.10619469,10000,
680,1061,8,0.084818678,0.056808536,1319,55.96460177,10000,
681,696,8,0.084818678,0.056808536,1331,4,10000,
682,680,4,0.042409339,0.034085122,1331,22,10000,
683,364,8,0.084818678,0.056808536,1334,11.33333333,15,
684,939,4,0.042409339,0.034085122,1334,13.12244898,10000,
685,884,4,0.042409339,0.034085122,1334,35.75257732,10000,
686,229,16,0.169637357,0.113617073,1334,10.12,100,
687,866,4,0.042409339,0.034085122,1334,4,15,
688,155,4,0.042409339,0.034085122,1334,4.222222222,10000,
689,1050,4,0.042409339,0.034085122,1334,10,10000,
690,128,8,0.169637357,0.056808536,1334,33.29508197,100,
691,376,4,0.042409339,0.034085122,1334,13,10000,
692,160,8,0.084818678,0.056808536,1334,11.23809524,15,
693,268,8,0.169637357,0.056808536,1334,31.5,10,
694,243,16,0.318070044,0.113617073,1334,2,10,
695,827,4,0.042409339,0.034085122,1334,2,10000,
696,656,8,0.084818678,0.056808536,1334,3,10000,
697,1069,8,0.084818678,0.085212805,1334,2,50,
698,706,4,0.042409339,0.034085122,1334,2,10000,
699,813,4,0.042409339,0.034085122,1334,2.666666667,15,
700,899,4,0.042409339,0.034085122,1334,10,10000,
701,577,8,0.084818678,0.056808536,1334,3.666666667,10000,
702,1184,8,0.084818678,0.085212805,1334,3.333333333,10000,
703,833,8,0.084818678,0.113617073,1334,3,10000,
705,575,4,0.042409339,0.034085122,1334,5,10,
706,671,8,0.084818678,0.068170244,1334,10,10000,
707,124,8,0.084818678,0.085212805,1340,131.1034483,15,
708,838,8,0.084818678,0.056808536,1340,132.8787879,10,
709,1298,4,0.042409339,0.034085122,1340,76.625,10000,
710,678,8,0.084818678,0.056808536,1340,19.14285714,50,
711,620,4,0.042409339,0.034085122,1340,40.53846154,10000,
712,972,8,0.084818678,0.056808536,1340,77.07692308,10000,
713,79,4,0.042409339,0.034085122,1340,87,10000,
714,321,8,0.084818678,0.056808536,1340,28,10000,
716,568,4,0.042409339,0.034085122,1340,46,50,
717,340,4,0.042409339,0.034085122,1341,137.0906801,5,
718,695,8,0.084818678,0.068170244,1341,43,50,
719,308,8,0.169637357,0.056808536,1341,54.19130435,100,
720,712,4,0.042409339,0.034085122,1345,114,10,
721,55,4,0.042409339,0.034085122,1345,114,10000,
722,267,8,0.084818678,0.056808536,1345,114,10,
723,251,8,0.084818678,0.085212805,1345,114,10000,
724,1006,4,0.042409339,0.034085122,1345,114,50,
725,1247,4,0.042409339,0.034085122,1345,112,10000,
726,1284,8,0.084818678,0.056808536,1345,113,5,
727,1162,4,0.042409339,0.034085122,1345,113,5,
728,1303,8,0.084818678,0.056808536,1345,113,5,
729,587,8,0.084818678,0.068170244,1345,114,10000,
730,324,8,0.169637357,0.056808536,1345,114,10000,
731,820,4,0.042409339,0.034085122,1345,114,50,
734,812,8,0.084818678,0.056808536,1345,114,5,
735,1021,4,0.042409339,0.034085122,1345,114,50,
736,165,4,0.042409339,0.034085122,1345,114,10000,
737,607,16,0.169637357,0.045446829,1345,114,100,
738,399,8,0.169637357,0.056808536,1345,112,15,
739,577,8,0.084818678,0.056808536,1345,113,10000,
740,1306,8,0.169637357,0.056808536,1345,113,10000,
741,972,4,0.042409339,0.034085122,1345,114,10000,
742,775,8,0.084818678,0.056808536,1345,113,10000,
743,1186,8,0.084818678,0.056808536,1345,114,50,
744,621,8,0.169637357,0.056808536,1345,113,10000,
745,234,8,0.084818678,0.056808536,1345,113,10000,
746,883,4,0.042409339,0.034085122,1345,113,10000,
747,926,4,0.042409339,0.034085122,1345,113,100,
748,827,8,0.169637357,0.056808536,1345,113,10000,
749,990,8,0.169637357,0.056808536,1345,112,5,
750,66,8,0.084818678,0.056808536,1345,104,10000,
751,1119,4,0.042409339,0.034085122,1345,119,50,
752,1311,8,0.084818678,0.056808536,1345,119,5,
753,1198,4,0.042409339,0.034085122,1345,118,10000,
754,654,8,0.084818678,0.056808536,1345,117,10000,
756,1157,4,0.042409339,0.034085122,1345,117,5,
757,730,8,0.084818678,0.056808536,1345,115,10000,
758,834,8,0.084818678,0.056808536,1345,112,15,
759,788,4,0.053011674,0.034085122,1345,112,10000,
760,1153,8,0.084818678,0.085212805,1345,109,10000,
761,984,8,0.084818678,0.068170244,1345,108,10000,
762,790,4,0.042409339,0.034085122,1345,108,10000,
763,395,8,0.084818678,0.068170244,1345,108,50,
764,1291,4,0.042409339,0.034085122,1345,108,10000,
765,188,8,0.169637357,0.056808536,1345,108,10000,
766,1142,4,0.042409339,0.034085122,1345,108,10000,
767,192,8,0.084818678,0.056808536,1345,107,10000,
768,1048,16,0.169637357,0.113617073,1345,107,10000,
769,1207,4,0.042409339,0.034085122,1345,107,100,
770,1284,8,0.169637357,0.056808536,1345,112,10000,
771,694,4,0.042409339,0.034085122,1345,107,10000,
772,990,4,0.042409339,0.034085122,1345,106,15,
773,594,4,0.042409339,0.034085122,1345,106,10000,
774,1239,8,0.084818678,0.056808536,1345,106,100,
775,190,8,0.084818678,0.056808536,1345,106,10000,
776,1219,8,0.169637357,0.056808536,1345,106,10000,
777,1071,4,0.042409339,0.034085122,1345,106,5,
778,388,4,0.042409339,0.034085122,1345,106,10,
779,215,8,0.169637357,0.056808536,1345,109,10000,
780,859,4,0.042409339,0.034085122,1345,109,10,
781,367,4,0.042409339,0.034085122,1345,112,10000,
782,741,8,0.169637357,0.056808536,1345,108,10000,
783,714,4,0.042409339,0.034085122,1345,108,10000,
784,320,4,0.042409339,0.034085122,1345,108,10000,
785,30,8,0.084818678,0.056808536,1345,108,100,
786,58,8,0.084818678,0.068170244,1345,108,15,
787,660,8,0.169637357,0.056808536,1345,104,15,
788,1101,4,0.042409339,0.034085122,1345,104,15,
789,361,8,0.084818678,0.056808536,1345,104,10000,
790,24,8,0.084818678,0.056808536,1345,104,15,
791,701,4,0.042409339,0.034085122,1345,104,15,
792,952,4,0.042409339,0.034085122,1345,112,10000,
793,109,8,0.084818678,0.068170244,1345,104,10000,
794,654,8,0.084818678,0.056808536,1345,104,10000,
795,560,8,0.084818678,0.056808536,1345,104,10000,
796,209,4,0.042409339,0.034085122,1345,104,5,
797,220,4,0.042409339,0.034085122,1345,104,10,
798,1146,4,0.042409339,0.034085122,1345,26.08333333,15,
799,65,4,0.042409339,0.034085122,1345,113,10000,
800,321,4,0.042409339,0.034085122,1345,113,100,
801,1205,4,0.042409339,0.034085122,1345,113,10000,
802,41,8,0.084818678,0.045446829,1345,113,10000,
803,959,8,0.084818678,0.085212805,1345,113,10000,
804,925,4,0.042409339,0.034085122,1345,113,10000,
805,693,4,0.053011674,0.034085122,1345,113,15,
806,606,4,0.042409339,0.034085122,1345,113,10,
807,830,4,0.042409339,0.034085122,1345,113,10000,
808,1065,8,0.084818678,0.056808536,1345,113,15,
809,623,4,0.042409339,0.034085122,1345,103,10000,
810,49,4,0.042409339,0.034085122,1345,113,10000,
811,705,4,0.053011674,0.034085122,1345,113,5,
812,1072,8,0.084818678,0.056808536,1345,112,10000,
813,725,4,0.042409339,0.034085122,1345,112,10000,
814,675,8,0.169637357,0.056808536,1345,112,5,
815,773,8,0.169637357,0.056808536,1345,112,10000,
816,955,8,0.084818678,0.085212805,1345,113,10000,
817,158,4,0.042409339,0.034085122,1345,112,10000,
818,918,4,0.042409339,0.034085122,1345,112,10000,
819,573,4,0.042409339,0.034085122,1345,112,50,
820,294,8,0.084818678,0.085212805,1345,103,10000,
821,856,8,0.084818678,0.085212805,1345,112,100,
822,1033,4,0.042409339,0.034085122,1345,112,10000,
823,120,8,0.084818678,0.068170244,1345,112,10000,
825,654,8,0.084818678,0.056808536,1345,112,10000,
826,1255,4,0.042409339,0.034085122,1345,104,10000,
827,628,4,0.042409339,0.034085122,1345,119.1333333,10000,
828,255,4,0.042409339,0.034085122,1345,120,100,
829,631,16,0.318070044,0.113617073,1345,103,50,
830,560,8,0.084818678,0.056808536,1345,103,10,
831,1088,16,0.169637357,0.113617073,1345,103,10,
832,54,4,0.042409339,0.034085122,1345,104,10000,
833,676,4,0.042409339,0.034085122,1345,103,10000,
834,934,4,0.042409339,0.034085122,1345,103,10,
835,1267,4,0.042409339,0.034085122,1345,103,15,
836,34,8,0.084818678,0.085212805,1345,103,100,
837,1085,8,0.084818678,0.056808536,1345,103,10000,
838,824,4,0.042409339,0.034085122,1345,103,50,
839,713,8,0.084818678,0.068170244,1345,103,10,
840,630,4,0.042409339,0.034085122,1345,103,15,
841,98,8,0.084818678,0.068170244,1345,103,10,
842,1077,4,0.042409339,0.034085122,1345,103,100,
843,622,4,0.042409339,0.034085122,1345,104,15,
844,991,4,0.042409339,0.034085122,1345,103,15,
845,314,4,0.042409339,0.034085122,1345,103,10000,
846,1126,8,0.084818678,0.056808536,1345,103,10000,
847,749,4,0.042409339,0.034085122,1345,103,15,
848,1270,4,0.042409339,0.034085122,1345,103,10000,
849,771,8,0.169637357,0.056808536,1345,103,10000,
850,972,8,0.084818678,0.056808536,1345,103,50,
853,281,8,0.084818678,0.085212805,1345,103,10000,
854,759,8,0.084818678,0.068170244,1345,103,10,
855,786,4,0.042409339,0.034085122,1345,103,100,
856,315,4,0.042409339,0.034085122,1345,104,10000,
857,114,8,0.084818678,0.113617073,1345,103,5,
858,1219,4,0.042409339,0.034085122,1345,103,10000,
859,389,8,0.084818678,0.056808536,1345,103,10000,
860,977,8,0.084818678,0.056808536,1345,103,10000,
861,1219,8,0.084818678,0.056808536,1345,103,10,
862,556,8,0.084818678,0.085212805,1345,103,10,
863,573,4,0.042409339,0.034085122,1345,103,100,
864,960,8,0.084818678,0.056808536,1345,103,10000,
866,721,4,0.042409339,0.034085122,1345,103,15,
867,1251,8,0.084818678,0.056808536,1345,103,10000,
868,193,4,0.042409339,0.034085122,1345,104,10000,
869,837,16,0.318070044,0.113617073,1345,103,10000,
870,709,4,0.042409339,0.034085122,1345,103,10000,
871,73,8,0.169637357,0.056808536,1345,103,10000,
872,398,8,0.084818678,0.056808536,1345,103,10,
873,319,4,0.042409339,0.034085122,1345,103,10000,
874,82,16,0.169637357,0.113617073,1345,103,10000,
875,1191,8,0.084818678,0.056808536,1345,103,10,
876,1261,8,0.169637357,0.056808536,1345,103,10000,
877,47,8,0.084818678,0.085212805,1345,103,10000,
878,167,8,0.169637357,0.056808536,1345,113,10000,
879,384,8,0.169637357,0.056808536,1345,104,10000,
880,55,8,0.127228017,0.085212805,1367,51,10000,
881,893,8,0.084818678,0.045446829,1367,64,10000,
882,903,4,0.042409339,0.034085122,1367,99,10000,
883,1252,4,0.053011674,0.034085122,1367,58,10000,
884,1134,4,0.042409339,0.034085122,1367,65,10000,
885,555,4,0.042409339,0.034085122,1367,50,10000,
886,886,8,0.084818678,0.056808536,1367,65,10000,
887,1286,8,0.084818678,0.085212805,1367,62,10000,
888,280,8,0.084818678,0.056808536,1367,64,10000,
889,174,8,0.169637357,0.056808536,1367,52,50,
890,929,4,0.042409339,0.034085122,1367,52,10000,
891,946,4,0.042409339,0.034085122,1367,52,50,
892,710,4,0.042409339,0.034085122,1367,52,10000,
893,1097,8,0.084818678,0.056808536,1367,52,15,
894,675,4,0.042409339,0.034085122,1367,52,50,
895,15,4,0.042409339,0.034085122,1367,52,10000,
896,1098,8,0.084818678,0.056808536,1367,51,10000,
897,267,4,0.042409339,0.034085122,1367,59,10000,
898,673,4,0.042409339,0.034085122,1367,61,10000,
899,559,8,0.084818678,0.056808536,1367,59,10,
900,608,8,0.084818678,0.068170244,1367,58,10000,
901,1108,4,0.042409339,0.034085122,1367,61,10,
902,386,8,0.084818678,0.056808536,1367,61,10000,
903,616,8,0.084818678,0.085212805,1367,60,100,
904,241,16,0.318070044,0.113617073,1367,51,5,
905,589,8,0.169637357,0.056808536,1367,51,10000,
906,73,4,0.042409339,0.034085122,1367,51,10000,
907,1250,4,0.042409339,0.034085122,1367,50,10000,
908,787,4,0.042409339,0.034085122,1367,46,100,
909,118,4,0.042409339,0.034085122,1367,50,10000,
910,413,4,0.042409339,0.034085122,1367,50,10000,
911,80,4,0.042409339,0.034085122,1367,50,10000,
912,633,8,0.084818678,0.034085122,1367,50,10000,
913,326,4,0.042409339,0.034085122,1367,50,100,
914,233,8,0.084818678,0.068170244,1367,50,10000,
915,1038,4,0.042409339,0.034085122,1367,50,10,
916,1027,4,0.042409339,0.034085122,1367,51,10000,
917,969,8,0.169637357,0.056808536,1367,50,50,
919,949,16,0.254456035,0.113617073,1367,50,10000,
920,711,4,0.042409339,0.034085122,1367,50,15,
921,178,8,0.084818678,0.113617073,1367,50,100,
922,854,4,0.042409339,0.034085122,1367,50,15,
923,178,4,0.042409339,0.034085122,1367,50,10000,
924,1220,4,0.042409339,0.034085122,1367,50,5,
925,108,8,0.169637357,0.056808536,1367,50,10000,
926,957,4,0.053011674,0.034085122,1367,50,5,
927,1139,4,0.042409339,0.034085122,1367,50,100,
928,794,4,0.042409339,0.034085122,1367,51,10000,
929,746,4,0.042409339,0.034085122,1367,50,5,
930,819,8,0.084818678,0.056808536,1367,50,10000,
931,1026,8,0.084818678,0.056808536,1367,50,10000,
932,1153,4,0.042409339,0.034085122,1367,50,10000,
933,317,4,0.053011674,0.034085122,1367,50,50,
934,1129,8,0.084818678,0.056808536,1367,50,5,
935,565,4,0.042409339,0.034085122,1367,50,10000,
936,634,4,0.042409339,0.034085122,1367,50,50,
937,605,8,0.084818678,0.068170244,1367,50,5,
938,1091,4,0.042409339,0.034085122,1367,50,100,
939,1120,4,0.042409339,0.034085122,1367,50,10,
940,1121,4,0.042409339,0.034085122,1367,50,10000,
941,1130,8,0.084818678,0.056808536,1367,50,100,
942,1245,8,0.084818678,0.056808536,1367,50,10000,
943,728,16,0.169637357,0.113617073,1367,50,100,
944,629,16,0.169637357,0.113617073,1367,50,50,
945,273,4,0.042409339,0.034085122,1367,51,10000,
946,721,4,0.042409339,0.034085122,1367,51,50,
947,1176,8,0.169637357,0.056808536,1367,51,10000,
948,1172,4,0.042409339,0.034085122,1367,51,100,
949,653,8,0.084818678,0.056808536,1367,51,10000,
950,1001,4,0.042409339,0.034085122,1367,50,100,
951,756,4,0.042409339,0.034085122,1367,50,50,
952,1240,8,0.084818678,0.056808536,1367,50,10000,
953,1148,4,0.042409339,0.034085122,1367,50,100,
954,1113,16,0.318070044,0.113617073,1367,50,100,
955,152,4,0.042409339,0.034085122,1367,50,100,
956,21,8,0.084818678,0.056808536,1367,33.9,10000,
957,1050,4,0.042409339,0.034085122,1367,49,5,
958,258,4,0.042409339,0.034085122,1367,48,15,
960,648,4,0.042409339,0.034085122,1367,48,5,
961,253,4,0.042409339,0.034085122,1367,54,10000,
962,570,8,0.084818678,0.056808536,1367,53,100,
964,189,8,0.084818678,0.056808536,1367,52,5,
965,681,4,0.042409339,0.034085122,1367,52,15,
966,798,4,0.042409339,0.034085122,1367,51,10,
967,120,4,0.042409339,0.034085122,1367,51,10000,
968,60,8,0.084818678,0.056808536,1367,51,10000,
969,827,4,0.042409339,0.034085122,1367,45,10,
970,565,4,0.042409339,0.034085122,1367,51,10,
971,811,8,0.084818678,0.056808536,1367,51,10000,
972,16,4,0.042409339,0.034085122,1367,51,100,
973,748,4,0.042409339,0.034085122,1367,51,15,
974,1218,4,0.042409339,0.034085122,1367,53,10000,
975,806,4,0.042409339,0.034085122,1367,52,100,
976,783,4,0.042409339,0.034085122,1367,52,10000,
977,302,16,0.169637357,0.113617073,1367,51,10000,
978,864,4,0.042409339,0.034085122,1367,51,10,
979,258,4,0.042409339,0.034085122,1367,51,15,
980,256,4,0.042409339,0.034085122,1367,45,100,
981,175,4,0.042409339,0.034085122,1367,50,15,
982,128,8,0.084818678,0.056808536,1367,50,10000,
983,99,8,0.084818678,0.068170244,1367,50,15,
984,313,4,0.042409339,0.034085122,1367,50,10000,
985,1011,8,0.084818678,0.056808536,1367,45,5,
986,1080,8,0.084818678,0.056808536,1367,99,10000,
987,905,8,0.084818678,0.085212805,1367,99,10000,
988,1203,4,0.042409339,0.034085122,1367,45,5,
989,578,4,0.042409339,0.034085122,1367,45,10000,
990,368,4,0.042409339,0.034085122,1367,45,5,
991,1187,8,0.084818678,0.056808536,1367,45,10,
992,404,8,0.084818678,0.056808536,1367,45,5,
993,96,4,0.042409339,0.034085122,1367,45,10000,
994,1191,8,0.084818678,0.085212805,1367,45,10,
995,1243,4,0.042409339,0.034085122,1367,45,10000,
996,1048,8,0.169637357,0.056808536,1367,45,10000,
997,1268,4,0.042409339,0.056808536,1367,45,100,
998,113,8,0.169637357,0.056808536,1367,45,5,
999,953,4,0.042409339,0.034085122,1367,45,10000,
1000,1295,8,0.084818678,0.056808536,1367,45,10000,
1001,704,4,0.042409339,0.045446829,1367,45,10000,
1002,253,4,0.042409339,0.034085122,1367,45,10000,
1003,751,4,0.053011674,0.034085122,1367,45,50,
1004,1251,4,0.042409339,0.034085122,1367,45,5,
1005,69,4,0.053011674,0.034085122,1367,45,5,
1006,837,4,0.042409339,0.034085122,1367,45,50,
1007,374,4,0.042409339,0.034085122,1367,45,10000,
1008,388,8,0.084818678,0.056808536,1367,45,10000,
1009,963,4,0.042409339,0.034085122,1367,45,5,
1010,175,4,0.042409339,0.034085122,1367,45,10000,
1011,178,8,0.169637357,0.056808536,1367,45,10000,
1012,1238,4,0.042409339,0.034085122,1367,45,50,
1013,376,8,0.084818678,0.056808536,1367,45,100,
1014,289,8,0.084818678,0.085212805,1367,45,10000,
1015,579,4,0.042409339,0.034085122,1367,45,15,
1016,15,8,0.084818678,0.056808536,1367,45,10000,
1017,1188,4,0.042409339,0.034085122,1367,45,10,
1018,258,4,0.053011674,0.034085122,1367,45,50,
1019,965,8,0.084818678,0.056808536,1367,45,100,
1020,908,4,0.042409339,0.034085122,1367,45,10,
1021,785,4,0.042409339,0.034085122,1367,45,50,
1022,717,4,0.042409339,0.034085122,1367,45,10000,
1023,1124,8,0.084818678,0.056808536,1367,45,5,
1024,892,8,0.084818678,0.085212805,1367,45,5,
1025,597,8,0.084818678,0.085212805,1367,48,50,
1026,198,8,0.169637357,0.056808536,1367,48,10000,
1027,1145,1,0.002650584,0.000142021,1367,48,10000,
1028,878,4,0.042409339,0.034085122,1367,48,10000,
1029,1226,4,0.042409339,0.034085122,1367,48,,
1030,1268,4,0.042409339,0.034085122,1367,48,,
1031,1270,4,0.042409339,0.056808536,1367,48,,
1032,1002,8,0.084818678,0.056808536,1367,48,,
1033,1125,8,0.084818678,0.056808536,1367,48,,
1034,599,4,0.042409339,0.034085122,1367,49,,
1035,199,8,0.169637357,0.056808536,1367,45,,
1036,25,8,0.084818678,0.056808536,1374,15,,
1037,165,4,0.042409339,0.034085122,1374,1.610526316,,
1038,690,8,0.084818678,0.056808536,1374,9.879746835,,
1039,256,4,0.042409339,0.034085122,1374,3,,
